kind,address,name,file,line,votes,detail
file,007f321c,FUN_007f321c,.\Source\e_featureline_model_lod.cpp,,,
file,007dae18,FUN_007dae18,.\Source\Dx9\dx9_device.cpp,,,
file,007a6a1f,FUN_007a6a1f,.\Source\DxC\dxC_viewer.cpp,,,
file,007bba1d,FUN_007bba1d,.\Source\e_featureline.cpp,375,,
file,007e0a16,FUN_007e0a16,.\Source\DxC\dxC_rchandlers.cpp,194,,
file,007d0a17,FUN_007d0a17,.\Source\DxC\dxC_irradiance.cpp,,,
file,00782212,FUN_00782212,.\Source\DxC\dxC_effect.cpp,,,
file,007d4216,FUN_007d4216,.\Source\Dx9\dx9_debug.cpp,,,
file,007b8a10,sParticleSystemLoadGPUSimTexture,.\Source\DxC\dxC_particle.cpp,,,
file,0078ba14,sCameraAdjustNearPortal,.\Source\e_dpvs.cpp,,,
file,007d9a13,FUN_007d9a13,.\Source\DxC\dxC_hdrange.cpp,,,
file,0079de0b,e_TextureNewFromFileInMemory,.\Source\Dx9\dx9_texture.cpp,,,
file,007d8e0e,FUN_007d8e0e,.\Source\DxC\dxC_hdrange.cpp,275,,
file,007c5e0f,sSetSHEffectParameters,.\Source\DxC\dxC_render.cpp,134,,
file,0078160c,dx9_EffectSetVectorArray,.\Source\DxC\dxC_effect.cpp,,,
file,0078de00,e_ModelSetLocationPrivate,.\Source\DxC\dxC_model.cpp,,,
file,007d1a07,FUN_007d1a07,.\Source\DxC\dxC_state.cpp,,,
file,00788e02,dxC_AssembleLightsPoint,.\Source\DxC\dxC_light.cpp,1777,,
file,007f2a04,FUN_007f2a04,.\Source\e_featureline_wardrobe_limit.cpp,,,
file,007d8203,dxC_CopyBackbufferToTexture,.\Source\DxC\dxC_target.cpp,,,
file,0078a206,FUN_0078a206,.\Source\DxC\dxC_settings.cpp,,,
file,007eeaff,FUN_007eeaff,.\Source\DxC\dxC_commandbuffer.cpp,,,
file,00776ef6,FUN_00776ef6,.\Source\Dx9\dx9_anim_model.cpp,,,
file,0078e6fd,FUN_0078e6fd,.\Source\DxC\dxC_model.cpp,,,
file,0078a6fd,FUN_0078a6fd,.\Source\DxC\dxC_settings.cpp,,,
file,007eaaf6,e_DPVS_CreateCullingPhysicalPortalPair,.\Source\DxC\dxC_dpvs.cpp,,,
file,0079eef1,FUN_0079eef1,.\Source\Dx9\dx9_texture.cpp,,,
file,007822f0,sGetEffectLOD,.\Source\DxC\dxC_effect.cpp,,,
file,007d6ef6,dxC_SetRenderTargetWithDepthStencil,.\Source\DxC\dxC_target.cpp,749,,
file,007922f5,dx9_ModelDefinitionRestore,.\Source\DxC\dxC_model.cpp,,,
file,007a86f7,e_RegionAdd,.\Source\e_region.cpp,,,
file,007a5af7,FUN_007a5af7,.\Source\DxC\dxC_material.cpp,,,
file,00788ef7,dxC_AssembleLightsGlobalPoint,.\Source\DxC\dxC_light.cpp,,,
file,007d26ea,dxC_SetBones,.\Source\DxC\dxC_state.cpp,,,
file,007c66eb,FUN_007c66eb,.\Source\DxC\dxC_render.cpp,,,
file,007cdae5,dxC_RenderMeshBehind,.\Source\DxC\dxC_render.cpp,,,
file,00778eea,FUN_00778eea,.\Source\DxC\dxC_main.cpp,,,
file,007816e7,dx9_EffectSetFloatArray,.\Source\DxC\dxC_effect.cpp,,,
file,007d8edc,FUN_007d8edc,.\Source\DxC\dxC_hdrange.cpp,369,,
file,004116e0,FUN_004116e0,.\asyncfile.cpp,,,
file,0078eede,FUN_0078eede,.\Source\DxC\dxC_model.cpp,,,
file,007c46d4,SetDimensions,.\Source\DxC\dxC_automap.cpp,,,
file,0078d6d4,dx9_ModelClearPerMeshDataForDefinition,.\Source\DxC\dxC_model.cpp,,,
file,007b42d6,FUN_007b42d6,.\Source\DxC\dxC_particle.cpp,,,
file,007d3ad3,FUN_007d3ad3,.\Source\Dx9\dx9_debug.cpp,,,
file,007eb2d1,dxC_DPVS_ModelUpdate,.\Source\DxC\dxC_dpvs.cpp,,,
file,007af2ca,e_UIPrimitiveDrawBuffersFree,.\Source\DxC\dxC_ui.cpp,,,
file,0077f6c7,dxC_CreateEffectFromFileInMemory,.\Source\DxC\dxC_effect.cpp,,,
file,007e92cd,FUN_007e92cd,.\Source\DxC\dxC_adclient.cpp,,,
file,0079d2cc,sSaveTexture,.\Source\Dx9\dx9_texture.cpp,,,
file,0077fac0,FUN_0077fac0,.\Source\DxC\dxC_effect.cpp,,,
file,0077c2cf,dxC_GetD3DDisplayMode,.\Source\DxC\dxC_device.cpp,,,
file,00419af8,FUN_00419af8,.\excel_common.cpp,11833,,
file,00796ac3,e_WardrobeSetTexture,.\Source\DxC\dxC_wardrobe.cpp,,,
file,007c4ac7,FUN_007c4ac7,.\Source\DxC\dxC_automap.cpp,,,
file,00784ac3,sEffectSetSHLightingParams,.\Source\DxC\dxC_effect.cpp,,,
file,007d76c1,FUN_007d76c1,.\Source\DxC\dxC_target.cpp,,,
file,007832c6,sEffectSetSHCoefs,.\Source\DxC\dxC_effect.cpp,,,
file,007c86bc,dx9_Render2DAABB,.\Source\DxC\dxC_render.cpp,1508,,
file,007e8abf,FUN_007e8abf,.\Source\e_initdb.cpp,,,
file,007e6abf,FUN_007e6abf,.\Source\Dx9\dx9_caps.cpp,1042,,
file,007b4abf,FUN_007b4abf,.\Source\DxC\dxC_particle.cpp,,,
file,007876be,e_OptionState_CommitToActive,.\Source\e_optionstate.cpp,,,
file,007d2ab5,FUN_007d2ab5,.\Source\DxC\dxC_state.cpp,,,
file,0077cabf,FUN_0077cabf,.\Source\DxC\dxC_device.cpp|.\Source\DxC\dxC_effect.cpp|.\Source\Dx9\dx9_texture.cpp|.\Source\e_portal.cpp|.\Source\DxC\dxC_ui.cpp|.\Source\DxC\dxC_target.cpp,,,
file,007b8ab1,e_ParticleSystemLoadGPUSimTextures,.\Source\DxC\dxC_particle.cpp,,,
file,007e26b2,FUN_007e26b2,.\Source\DxC\dxC_occlusion.cpp,602,,
file,007a6ab6,FUN_007a6ab6,.\Source\DxC\dxC_viewer.cpp,,,
file,0078ceb4,FUN_0078ceb4,.\Source\DxC\dxC_model.cpp,,,
file,00785ea8,FUN_00785ea8,.\Source\Dx9\dx9_2d.cpp,,,
file,0077e6a7,FUN_0077e6a7,.\Source\DxC\dxC_main.cpp|.\Source\e_common.cpp,,,
file,007bbaaa,FUN_007bbaaa,.\Source\e_featureline.cpp,,,
file,0078a2aa,dxC_FindWorkingFullscreenResolution,.\Source\DxC\dxC_settings.cpp,284,,
file,007962aa,e_WardrobeTextureAllocateBaseCanvas,.\Source\DxC\dxC_wardrobe.cpp,,,
file,007c0ea8,FUN_007c0ea8,.\Source\DxC\dxC_environment.cpp,,,
file,007be6ad,sCreateDrawTextures,.\Source\DxC\dxC_movie.cpp,,,
file,007ccea4,dxC_ModelDrawAddMesh,.\Source\DxC\dxC_render.cpp,,,
file,007e0aa4,FUN_007e0aa4,.\Source\DxC\dxC_rchandlers.cpp,,,
file,007b52a1,e_ParticlesDrawBasic,.\Source\DxC\dxC_particle.cpp,,,
file,007daaa3,dx9_SaveAutoDepthStencil,.\Source\Dx9\dx9_device.cpp,253,,
file,007d9aa3,FUN_007d9aa3,.\Source\DxC\dxC_hdrange.cpp,,,
file,0079aea7,dxC_CreateCubeTexture,.\Source\Dx9\dx9_texture.cpp,,,
file,007d9ea2,FUN_007d9ea2,.\Source\DxC\dxC_query.cpp,,,
file,007d269f,dxC_SetViewport,.\Source\DxC\dxC_state.cpp,,,
file,007b3a98,FUN_007b3a98,.\Source\DxC\dxC_drawlist.cpp,,,
file,007b2298,FUN_007b2298,.\Source\DxC\dxC_ui.cpp,3130,,
file,007d1a9b,dxC_SetStreamSource,.\Source\DxC\dxC_state.cpp,397,,
file,007c169b,FUN_007c169b,.\Source\DxC\dxC_environment.cpp,,,
file,007bee93,sCreateVB,.\Source\DxC\dxC_movie.cpp,634,,
file,007e6692,FUN_007e6692,.\Source\Dx9\dx9_caps.cpp,408,,
file,007b4697,FUN_007b4697,.\Source\DxC\dxC_particle.cpp,667,,
file,007aee96,e_UIEngineBufferRestoreResize,.\Source\DxC\dxC_ui.cpp,517,,
file,007a7696,FUN_007a7696,.\Source\DxC\dxC_viewer.cpp,,,
file,00792296,e_ModelInitSelfIlluminationPhases,.\Source\DxC\dxC_model.cpp,,,
file,007e1e8f,FUN_007e1e8f,.\Source\DxC\dxC_occlusion.cpp|.\Source\DxC\dxC_obscurance.cpp,,,
file,007c428d,e_AutomapPrealloc,.\Source\DxC\dxC_automap.cpp,892,,
file,0077c686,FUN_0077c686,.\Source\DxC\dxC_device.cpp,1179,,
file,007f1e8d,FUN_007f1e8d,.\Source\e_visibilitypatch.cpp,172,,
file,007c3a8e,FUN_007c3a8e,.\Source\DxC\dxC_automap.cpp,653,,
file,0077f684,dxC_GetFullShaderPath,.\Source\DxC\dxC_effect.cpp,,,
file,007d9689,FUN_007d9689,.\Source\DxC\dxC_hdrange.cpp,,,
file,007bc28d,FUN_007bc28d,.\Source\e_featureline.cpp,,,
file,007dde8a,FUN_007dde8a,.\Source\DxC\dxC_primitive.cpp,378,,
file,007f2685,FUN_007f2685,.\Source\e_featureline_texture_lod.cpp,177,,
file,0079a684,dxC_Get2DTextureDesc,.\Source\Dx9\dx9_texture.cpp,,,
file,007c7682,sSetGeneralMeshStates,.\Source\DxC\dxC_render.cpp,1012,,
file,007c0682,FUN_007c0682,.\Source\e_visibilitymesh.cpp|.\Source\e_visibilitypatch.cpp,,,
file,007bf285,FUN_007bf285,.\Source\DxC\dxC_movie.cpp,,,
file,007eda81,sAssembleVertexBuffers,.\Source\DxC\dxC_obscurance.cpp,,,
file,007c5e83,sSetPointLightEffectParameters,.\Source\DxC\dxC_render.cpp,187,,
file,007e2f7d,dxC_ShadowBufferSetDirectionalLightParams,.\Source\DxC\dxC_shadow.cpp,,,
file,007ee37a,dxC_ObscuranceComputeForModelDefinition,.\Source\DxC\dxC_obscurance.cpp,1987,,
file,007bf37d,FUN_007bf37d,.\Source\DxC\dxC_movie.cpp,,,
file,007b4b7d,FUN_007b4b7d,.\Source\DxC\dxC_particle.cpp,805,,
file,007e0b79,FUN_007e0b79,.\Source\DxC\dxC_rchandlers.cpp,,,
file,007f2b74,FUN_007f2b74,.\Source\e_featureline_shader.cpp,,,
file,00796372,e_WardrobeTextureMakeBaseCanvas,.\Source\DxC\dxC_wardrobe.cpp,,,
file,00785775,FUN_00785775,.\Source\Dx9\dx9_2d.cpp,171,,
file,007db373,dx9_RestoreD3DStates,.\Source\Dx9\dx9_device.cpp,,,
file,00795f77,sMakeBaseCanvasCompressed,.\Source\DxC\dxC_wardrobe.cpp,979,,
file,007d1f72,dxC_ResetViewport,.\Source\DxC\dxC_state.cpp,,,
file,007d636d,FUN_007d636d,.\Source\Dx9\dx9_debug.cpp,1780,,
file,007c6f6d,sSetMeshTextures,.\Source\DxC\dxC_render.cpp,,,
file,007c436f,e_AutomapRenderGenerate,.\Source\DxC\dxC_automap.cpp,917,,
file,007f336b,FUN_007f336b,.\Source\e_featureline_distance_cull.cpp,171,,
file,00410359,FUN_00410359,.\asyncfile.cpp,948,,
file,0078f362,FUN_0078f362,.\Source\DxC\dxC_model.cpp,,,
file,007ebf65,sObscuranceGetEffect,.\Source\DxC\dxC_obscurance.cpp,,,
file,007d2b61,FUN_007d2b61,.\Source\DxC\dxC_state.cpp,,,
file,0078c764,FUN_0078c764,.\Source\DxC\dxC_model.cpp,239,,
file,00785f66,sScreenEffectSetEffectParams,.\Source\Dx9\dx9_2d.cpp,588,,
file,0077eb69,e_AdInstanceDebugRenderInfo,.\Source\e_adclient.cpp,,,
file,007e1f5e,dx9_SetOccluded,.\Source\DxC\dxC_occlusion.cpp,125,,
file,007e775a,FUN_007e775a,.\Source\e_optionstate2.cpp,,,
file,007a575e,e_MaterialRestore,.\Source\DxC\dxC_material.cpp,,,
file,007c7b5a,sGetEffectAndTechnique,.\Source\DxC\dxC_render.cpp,,,
file,007b4350,FUN_007b4350,.\Source\DxC\dxC_particle.cpp,,,
file,007b3b50,dx9_RenderDrawList,.\Source\DxC\dxC_drawlist.cpp,603,,
file,0078bb54,e_DPVS_CameraUpdate,.\Source\e_dpvs.cpp,,,
file,00781f56,dx9_SetStaticBranchParamsFromFlags,.\Source\DxC\dxC_effect.cpp,3461,,
file,0077fb59,FUN_0077fb59,.\Source\DxC\dxC_effect.cpp,,,
file,0078ef48,e_ModelSetTextureOverrideLODMesh,.\Source\DxC\dxC_model.cpp,,,
file,007b7f49,FUN_007b7f49,.\Source\DxC\dxC_particle.cpp,2731,,
file,00780b42,FUN_00780b42,.\Source\DxC\dxC_effect.cpp,,,
file,007c6340,sSetSpecularEffectParameters,.\Source\DxC\dxC_render.cpp,326,,
file,007e9740,FUN_007e9740,.\Source\DxC\dxC_adclient.cpp,,,
file,0079db39,e_TextureNewFromFile,.\Source\Dx9\dx9_texture.cpp,,,
file,0077d736,FUN_0077d736,.\Source\e_budget.cpp,,,
file,007d733f,FUN_007d733f,.\Source\DxC\dxC_target.cpp,,,
file,0078173a,dx9_EffectSetBool,.\Source\DxC\dxC_effect.cpp,,,
file,007a5339,sRestoreShaderTypeEffect,.\Source\DxC\dxC_material.cpp,,,
file,00775b33,FUN_00775b33,.\Source\Dx9\dx9_anim_model.cpp,,,
file,0078ab3d,FUN_0078ab3d,.\Source\DxC\dxC_settings.cpp,,,
file,007f1b39,FUN_007f1b39,.\Source\e_visibilitypatch.cpp,,,
file,007d973a,FUN_007d973a,.\Source\DxC\dxC_hdrange.cpp,699,,
file,00796f3e,FUN_00796f3e,.\Source\DxC\dxC_wardrobe.cpp,1862,,
file,0077c33e,FUN_0077c33e,.\Source\DxC\dxC_device.cpp|.\Source\e_portal.cpp,69,,
file,0077ef3b,sAdInstanceDebugDownloaded,.\Source\e_adclient.cpp,,,
file,007ee731,FUN_007ee731,.\Source\DxC\dxC_commandbuffer.cpp,,,
file,007caf2c,dx9_RenderModelDepth,.\Source\DxC\dxC_render.cpp,2692,,
file,00785728,FUN_00785728,.\Source\Dx9\dx9_2d.cpp,,,
file,007d2b2f,dxC_ResetClipPlanes,.\Source\DxC\dxC_state.cpp,,,
file,007bbb28,FUN_007bbb28,.\Source\e_featureline.cpp,,,
file,007a6b2e,e_ViewerSetFullViewport,.\Source\DxC\dxC_viewer.cpp,,,
file,0079272d,e_ModelDefinitionGetSizeInMemory,.\Source\DxC\dxC_model.cpp,,,
file,007a5b2e,FUN_007a5b2e,.\Source\DxC\dxC_effect.cpp|.\Source\DxC\dxC_material.cpp,2498,,
file,007e072b,FUN_007e072b,.\Source\DxC\dxC_rchandlers.cpp,66,,
file,007b872e,FUN_007b872e,.\Source\DxC\dxC_particle.cpp,,,
file,007b1f2d,FUN_007b1f2d,.\Source\DxC\dxC_ui.cpp,3045,,
file,007d4f25,FUN_007d4f25,.\Source\Dx9\dx9_debug.cpp,,,
file,00795321,e_WardrobeTextureNewLayer,.\Source\DxC\dxC_wardrobe.cpp,,,
file,0078d320,e_ModelNew,.\Source\DxC\dxC_model.cpp,,,
file,007df724,e_RenderDebugPrimitives,.\Source\DxC\dxC_primitive.cpp,870,,
file,00796323,sCreateCanvasD3DTexture,.\Source\DxC\dxC_wardrobe.cpp,,,
file,00785f23,FUN_00785f23,.\Source\Dx9\dx9_2d.cpp,,,
file,007af326,e_UITextureCreateEmpty,.\Source\DxC\dxC_ui.cpp,,,
file,007c0722,FUN_007c0722,.\Source\e_visibilitymesh.cpp,,,
file,007e4f21,FUN_007e4f21,.\Source\DxC\dxC_Buffer.cpp,,,
file,007d0722,FUN_007d0722,.\Source\DxC\dxC_irradiance.cpp,,,
file,007beb24,sUpdateTextures,.\Source\DxC\dxC_movie.cpp,,,
file,007aeb25,sUICopyIndexBuffer,.\Source\DxC\dxC_ui.cpp,,,
file,00791b26,FUN_00791b26,.\Source\DxC\dxC_model.cpp,6139,,
file,007c131c,FUN_007c131c,.\Source\DxC\dxC_environment.cpp,,,
file,007bf31a,sMovieRestore,.\Source\DxC\dxC_movie.cpp,,,
file,007eb71a,FUN_007eb71a,.\Source\DxC\dxC_dpvs.cpp,,,
file,00797b1c,e_WardrobeModelLoad,.\Source\DxC\dxC_wardrobe.cpp,2208,,
file,007ec318,sRenderGroundPlane,.\Source\DxC\dxC_obscurance.cpp,,,
file,0077a311,FUN_0077a311,.\Source\DxC\dxC_main.cpp|.\Source\Dx9\dx9_2d.cpp|.\Source\Dx9\dx9_2d.cpp,1241,,
file,00783f1f,dx9_EffectSetFogParameters,.\Source\DxC\dxC_effect.cpp,,,
file,0078f310,e_ModelActivateClone,.\Source\DxC\dxC_model.cpp,3976,,
file,0079bf13,FUN_0079bf13,.\Source\Dx9\dx9_texture.cpp,,,
file,0079df15,dx9_TextureNewEmpty,.\Source\Dx9\dx9_texture.cpp,4368,,
file,00784714,sEffectSetSHLightingParams,.\Source\DxC\dxC_effect.cpp,,,
file,007c4b13,FUN_007c4b13,.\Source\DxC\dxC_automap.cpp,,,
file,007e470f,sShadowMapSetMatrix,.\Source\DxC\dxC_shadow.cpp,,,
file,007d1b0c,dxC_SetStreamSource,.\Source\DxC\dxC_state.cpp,,,
file,00740f05,FUN_00740f05,.\source\c_sound_filesystem.cpp,346,,
file,007eef0c,sRenderContextSetViewParams,.\Source\DxC\dxC_viewer_render.cpp,,,
file,007e0b0d,FUN_007e0b0d,.\Source\DxC\dxC_rchandlers.cpp,,,
file,00799b0a,FUN_00799b0a,.\Source\DxC\dxC_caps.cpp,566,,
file,007a4f0e,dxC_EngineMemoryGetPool,.\Source\DxC\dxC_profile.cpp,,,
file,007e5306,FUN_007e5306,.\Source\DxC\dxC_Buffer.cpp,,,
file,007e2306,dx9_CheckOcclusionQuery,.\Source\DxC\dxC_occlusion.cpp,398,,
file,007bc703,e_FeatureLine_OpenMap,.\Source\e_featureline.cpp,,,
file,00782701,FUN_00782701,.\Source\DxC\dxC_effect.cpp,,,
file,00781b01,sEffectBeginPass,.\Source\DxC\dxC_effect.cpp,3257,,
file,007d9f06,sRestoreGPUTimer,.\Source\DxC\dxC_query.cpp,,,
file,007ab301,FUN_007ab301,.\Source\DxC\dxC_granny_rigid.cpp,2116,,
file,0078f706,dx9_ModelAddToProxMap,.\Source\DxC\dxC_model.cpp,,,
file,007e5701,FUN_007e5701,.\Source\DxC\dxC_Buffer.cpp,,,
file,0077ff08,FUN_0077ff08,.\Source\DxC\dxC_effect.cpp,1110,,
file,007b77fa,FUN_007b77fa,.\Source\DxC\dxC_particle.cpp,,,
file,00410fc3,FUN_00410fc3,.\asyncfile.cpp,2222,,
file,0079cffc,sSaveTargaFile,.\Source\Dx9\dx9_texture.cpp,3535,,
file,007863fd,sScreenEffectDrawParticles,.\Source\Dx9\dx9_2d.cpp,,,
file,0086f700,FUN_0086f700,.\collide\mopp\machine\hkMoppSphereVirtualMachine.cpp,292,,
file,007bc3fc,FUN_007bc3fc,.\Source\e_featureline.cpp,,,
file,007807ff,dxC_EffectGetTechniqueByFeatures,.\Source\DxC\dxC_effect.cpp,1787,,
file,007843f1,FUN_007843f1,.\Source\DxC\dxC_effect.cpp,,,
file,007b1bf7,e_UIPrimitiveRender,.\Source\DxC\dxC_ui.cpp,3028,,
file,0077fbf8,FUN_0077fbf8,.\Source\DxC\dxC_effect.cpp,,,
file,007a0bea,FUN_007a0bea,.\Source\e_compatdb.cpp,,,
file,0079afe9,FUN_0079afe9,.\Source\Dx9\dx9_texture.cpp,1031,,
file,007d9fec,FUN_007d9fec,.\Source\DxC\dxC_query.cpp,,,
file,007e0bed,FUN_007e0bed,.\Source\DxC\dxC_rchandlers.cpp,,,
file,007bb7ed,e_FeaturLine_GetStopIndexFromStopName,.\Source\e_featureline.cpp,,,
file,007be7ec,sCreateTextures,.\Source\DxC\dxC_movie.cpp,,,
file,00870b10,FUN_00870b10,.\collide\mopp\machine\hkMoppLongRayVirtualMachine.cpp,460,,
file,007cebe5,dx9_RenderLayer,.\Source\DxC\dxC_render.cpp,5277,,
file,007d7fe7,FUN_007d7fe7,.\Source\DxC\dxC_target.cpp,1857,,
file,007e2be5,FUN_007e2be5,.\Source\DxC\dxC_shadow.cpp,416,,
file,007c3fe7,e_AutomapAddTri,.\Source\DxC\dxC_automap.cpp,859,,
file,007adfe1,FUN_007adfe1,.\Source\e_portal.cpp,,,
file,007dafe1,FUN_007dafe1,.\Source\Dx9\dx9_device.cpp,624,,
file,007813e4,FUN_007813e4,.\Source\DxC\dxC_effect.cpp,,,
file,0079a3e6,FUN_0079a3e6,.\Source\e_renderlist.cpp,,,
file,007bbfdb,SelectChoiceFromStopFloor,.\Source\e_featureline.cpp,,,
file,007c17dd,FUN_007c17dd,.\Source\DxC\dxC_environment.cpp,652,,
file,007d23de,dxC_SetClipPlaneRect,.\Source\DxC\dxC_state.cpp,,,
file,007a5bd9,FUN_007a5bd9,.\Source\DxC\dxC_material.cpp,,,
file,007e6fda,FUN_007e6fda,.\Source\e_report.cpp,,,
file,004383e6,FUN_004383e6,.\Source\DxC\dxC_main.cpp,1654,,
file,007c43da,e_AutomapRenderDisplay,.\Source\DxC\dxC_automap.cpp,,,
file,00782bde,FUN_00782bde,.\Source\DxC\dxC_effect.cpp,3870,,
file,0079efd1,FUN_0079efd1,.\Source\Dx9\dx9_texture.cpp,,,
file,0079b3d5,sModifyAndSaveTextureDefinition,.\Source\Dx9\dx9_texture.cpp,,,
file,007a87d4,sCellCreate,.\Source\e_region.cpp,,,
file,007b23c9,FUN_007b23c9,.\Source\DxC\dxC_ui.cpp,,,
file,007d6bc9,FUN_007d6bc9,.\Source\DxC\dxC_target.cpp,,,
file,007f23ca,FUN_007f23ca,.\Source\e_visibilitypatch.cpp,349,,
file,00788fcd,dxC_AssembleLightsGlobalSpec,.\Source\DxC\dxC_light.cpp,,,
file,007c13ca,FUN_007c13ca,.\Source\DxC\dxC_environment.cpp,,,
file,00774bc1,FUN_00774bc1,.\Source\Dx9\dx9_anim_model.cpp,,,
file,007bbbc2,FUN_007bbbc2,.\Source\e_featureline.cpp,,,
file,007817c1,dx9_EffectSetRawValue,.\Source\DxC\dxC_effect.cpp,,,
file,007dabc1,FUN_007dabc1,.\Source\DxC\dxC_ui.cpp|.\Source\Dx9\dx9_device.cpp,3163,,
file,00781bc5,dxC_EffectBeginPass,.\Source\DxC\dxC_effect.cpp,,,
file,007837c7,dx9_EffectSetSHLightingParams,.\Source\DxC\dxC_effect.cpp,,,
file,007c57bc,e_AutomapLoad,.\Source\DxC\dxC_automap.cpp,1837,,
file,00787bb8,FUN_00787bb8,.\Source\DxC\dxC_light.cpp,,,
file,007d43bc,FUN_007d43bc,.\Source\Dx9\dx9_debug.cpp,1040,,
file,007a6fbd,dxC_ViewerAddModelToVisibleList_Private,.\Source\DxC\dxC_viewer.cpp,,,
file,007d73b7,FUN_007d73b7,.\Source\DxC\dxC_target.cpp,,,
file,007e1fb2,dx9_RestoreOcclusionQuery,.\Source\DxC\dxC_occlusion.cpp,,,
file,0078f3b5,FUN_0078f3b5,.\Source\DxC\dxC_model.cpp,,,
file,0079dfb6,dx9_TextureNewEmptyInPlace,.\Source\Dx9\dx9_texture.cpp,,,
file,007d6fac,sCreateRT,.\Source\DxC\dxC_device.cpp|.\Source\DxC\dxC_target.cpp|.\Source\DxC\dxC_target.cpp|.\Source\DxC\dxC_target.cpp|.\Source\DxC\dxC_target.cpp,,,
file,007aabaf,FUN_007aabaf,.\Source\DxC\dxC_granny_rigid.cpp,,,
file,007793a1,FUN_007793a1,.\Source\DxC\dxC_main.cpp,,,
file,0078dbaf,sUpdateModelAdObjectsFromDefinition,.\Source\DxC\dxC_model.cpp,,,
file,004107a3,FUN_004107a3,.\asyncfile.cpp,1383,,
file,00789b9b,dxC_ComputeLightsSH_O2,.\Source\DxC\dxC_light.cpp,,,
file,007f2f9b,FUN_007f2f9b,.\Source\e_featureline_multisample.cpp,152,,
file,007d1b98,dxC_SetStreamSource,.\Source\DxC\dxC_state.cpp,,,
file,007cef99,FUN_007cef99,.\Source\e_debug.cpp,,,
file,007e7b99,FUN_007e7b99,.\Source\e_features.cpp,261,,
file,007d0b9a,e_GetSHCoefsFromCubeMap,.\Source\DxC\dxC_irradiance.cpp,,,
file,0078eb90,sModelSetTextureOverride,.\Source\DxC\dxC_model.cpp,3505,,
file,00796b93,e_WardrobeAddLayerModelMeshes,.\Source\DxC\dxC_wardrobe.cpp,,,
file,00785b92,FUN_00785b92,.\Source\Dx9\dx9_2d.cpp,,,
file,00779b9d,FUN_00779b9d,.\Source\DxC\dxC_main.cpp,,,
file,007b6f90,FUN_007b6f90,.\Source\DxC\dxC_particle.cpp,,,
file,007af391,e_UITextureLoadTextureFile,.\Source\DxC\dxC_ui.cpp,,,
file,007b2397,FUN_007b2397,.\Source\DxC\dxC_ui.cpp,,,
file,007c7f91,sGetMatrices,.\Source\DxC\dxC_render.cpp,,,
file,007a6b95,FUN_007a6b95,.\Source\DxC\dxC_viewer.cpp,,,
file,0042afb2,FUN_0042afb2,.\sku.cpp,173,,
file,007cdf8d,dxC_RenderMeshDepth,.\Source\DxC\dxC_render.cpp,4760,,
file,0078f789,e_ModelSetBaseSHCoefs,.\Source\DxC\dxC_model.cpp,,,
file,00791788,dxC_ModelDefinitionNewFromFileEx,.\Source\DxC\dxC_model.cpp,5992,,
file,004277b6,FUN_004277b6,.\pakfile2.cpp,,,
file,007ef38b,FUN_007ef38b,.\Source\DxC\dxC_viewer_render.cpp,,,
file,0078438d,FUN_0078438d,.\Source\DxC\dxC_effect.cpp,4875,,
file,007d2f8b,dx9_GetDebugMipTextureOverride,.\Source\Dx9\dx9_debug.cpp,,,
file,007d5b8a,FUN_007d5b8a,.\Source\Dx9\dx9_debug.cpp,,,
file,007d278a,dxC_SetBonesEx,.\Source\DxC\dxC_state.cpp,,,
file,0078ff8f,e_ModelDefinitionUpdateMaterialVersions,.\Source\DxC\dxC_model.cpp,,,
file,0078078f,dxC_EffectGetTechniqueByFeatures,.\Source\DxC\dxC_effect.cpp,1804,,
file,0041bbb9,FUN_0041bbb9,.\filepaths.cpp,,,
file,007a9383,e_ExtractFrustumPlanes,.\Source\e_frustum.cpp,,,
file,0077bb8e,dxC_GrabSwapChainAndBackbuffer,.\Source\DxC\dxC_device.cpp,,,
file,00782f83,sEffectSetSHCoefs,.\Source\DxC\dxC_effect.cpp,,,
file,00781786,FUN_00781786,.\Source\DxC\dxC_effect.cpp,,,
file,0077cf89,e_Cleanup,.\Source\DxC\dxC_device.cpp,,,
file,007e6381,FUN_007e6381,.\Source\Dx9\dx9_caps.cpp,205,,
file,007d4b82,FUN_007d4b82,.\Source\Dx9\dx9_debug.cpp,,,
self,0079d57b,sCreateTextureFromMemory,,,,e_CheckValid
self,007b8c7d,FUN_007b8c7d,,,,SetKnotTable
self,007ec975,sRenderAlongRay,,,,dx9_RestoreD3DStates
self,0046c74b,FUN_0046c74b,,,,e_ViewersResetAllLists
self,007db373,dx9_RestoreD3DStates,,,,dxC_RestoreHDRMode
self,007d636d,FUN_007d636d,,,,dx9_ResetSamplerStates|dx9_RestoreD3DStates|dxC_BeginScene|dxC_EndScene|dxC_ResetViewport
self,00779c64,FUN_00779c64,,,,e_DoWindowSize
self,007b246f,FUN_007b246f,,,,sUISetStates
self,007b426c,FUN_007b426c,,,,dx9_ParticleSystemsRestoreVBuffer
self,007e2569,FUN_007e2569,,,,dx9_DumpDrawListBuffer
self,00778460,e_SetRenderFlag,,,,e_CreateDebugMipTextures|e_ReleaseDebugMipTextures
self,00438b54,FUN_00438b54,,,,e_DoWindowSize
self,00438658,FUN_00438658,,,,e_Update
