kind,address,name,file,line,votes,detail
callee-kept,007cef28,e_AttachmentInitCallbacks (e_AttachmentInitCallbacks),,,1/1,"from 00438b54: e_AttachmentInitCallbacks( c_AttachmentNewStaticLightCallback; c_AttachmentDefinitionLoadCallback; c_AttachmentNewCallback; c_ModelAttachmentRemove; c_AttachmentModelNew; c_AttachmentModelRemove; c_AttachmentGetAttachedOfType; c_AttachmentGetAttachedById; c_AttachmentSetModelFlagbit; c_AttachmentSetModelVisible; c_ModelAttachmentsUpdate )"
callee-kept,007a6b2e,e_ViewerSetFullViewport (e_ViewerSetFullViewport),,,4/4,"from 0046c379: e_ViewerSetFullViewport( gnMainViewerID )"
callee-kept,007a8b2f,e_CellCreateVirtualPortal (e_CellCreateVirtualPortal),,,1/1,"from 007ae0a6: e_CellCreateVirtualPortal( pPortal->nCullingPortalID; pPortal->nCellID; pvCorners; nCorners; pPortal->vNormal )"
callee-kept,00795321,e_WardrobeTextureNewLayer (e_WardrobeTextureNewLayer),,,3/3,"from 004cda23: e_WardrobeTextureNewLayer( pnTextureId; pszBaseFolder; pszTextureSetFolder; pszTextureName; nMaxLen; eLayerTextureType; nLOD; pCostume->nModelDefinitionId; &tDefOverride; 0; (DWORD)(1 << (10)) )"
callee-kept,0078d320,e_ModelNew (e_ModelNew),,,6/6,"from 00468eea: e_ModelNew( &pRoom->pLayoutSelections->pPropModelIds[i]; pProp->nModelDefinitionId )"
callee-kept,007df724,e_RenderDebugPrimitives (e_RenderDebugPrimitives),,,2/2,"from 0077a311: e_RenderDebugPrimitives( PRIM_PASS_IN_WORLD )"
callee-kept,00796323,sCreateCanvasD3DTexture (sCreateCanvasD3DTexture),,,1/1,"from 00796372: sCreateCanvasD3DTexture( pCanvas->nId; pCanvas->nWidthInPixels; pCanvas->nHeight; pTextureTypeData->eFormat; eType )"
callee-kept,00783722,sEffectGetDirLightVector (sEffectGetDirLightVector),,,3/3,"from 00783951: sEffectGetDirLightVector( vDir[i]; (ENV_DIR_LIGHT_TYPE)i; pEnvDef; pmMats[ nSpace ]; 1; bForceCurrentEnv )"
callee-kept,007af326,e_UITextureCreateEmpty (e_UITextureCreateEmpty),,,1/1,"from 00481fad: e_UITextureCreateEmpty( nEmptyTexWidth; nEmptyTexHeight; nTextureId; bMask )"
conflict,0040331c,FUN_0040331c,,,2,{UIComponentLoadBaseData=1; feedcolorcode=1}
callee-kept,007beb24,sUpdateTextures (sUpdateTextures),,,1/1,"from 007bedbc: sUpdateTextures( pMovieRes; false )"
callee-kept,007aeb25,sUICopyIndexBuffer (sUICopyIndexBuffer),,,1/1,"from 007aed8a: sUICopyIndexBuffer( pLocalBuffer; pEngineBuffer; bForce )"
callee-kept,007bf31a,sMovieRestore (sMovieRestore),,,1/1,"from 007bf499: sMovieRestore( pMovieRes )"
callee-kept,0078071c,dxC_EffectGetTechniqueByIndex (dxC_EffectGetTechniqueByIndex),,,6/6,"from 007807ff: dxC_EffectGetTechniqueByIndex( pEffect; nIndex; ptTech )"
callee-kept,00797b1c,e_WardrobeModelLoad (e_WardrobeModelLoad),,,1/1,"from 004d32d7: e_WardrobeModelLoad( pWardrobeModel; nLOD; bForceSync )"
callee-kept,007ec318,sRenderGroundPlane (sRenderGroundPlane),,,1/1,"from 007ec975: sRenderGroundPlane( &tContext.pModelDef->tRenderBoundingBox; pEffect; tTechnique; &mView; &mProj )"
callee-kept,00783f1f,dx9_EffectSetFogParameters (dx9_EffectSetFogParameters),,,2/2,"from 007b4dc8: dx9_EffectSetFogParameters( pEffect; *pTechnique; 1.0f )"
callee-kept,004ac32d,sFindPath (sFindPath),,,3/3,"from 004ac56f: sFindPath( pGame; pPathState; tOutput; nPathNodeCount; pSrcRoom; pDestRoom; v1; v2 )"
callee-kept,007a9f12,sGrannyGetAdObjectFromMesh (sGrannyGetAdObjectFromMesh),,,1/1,"from 007ab301: sGrannyGetAdObjectFromMesh( pAdObjectDef; pGrannyMesh; pGrannyTriangleGroup; mOriginTransformMatrix )"
callee-kept,007a5712,e_MaterialComputeScrollAmtLCM (e_MaterialComputeScrollAmtLCM),,,1/1,"from 007a575e: e_MaterialComputeScrollAmtLCM( pMaterial )"
callee-kept,0078f310,e_ModelActivateClone (e_ModelActivateClone),,,1/1,"from 0052af69: e_ModelActivateClone( tData.nModelId; nMaterial )"
callee-kept,0079df15,dx9_TextureNewEmpty (dx9_TextureNewEmpty),,,4/4,"from 0079ece5: dx9_TextureNewEmpty( &gnUtilityTextures[ i ].nTextureID; nDim; nDim; 1; tFormat; ((DWORD)-1); ((DWORD)-1) )"
callee-kept,00784714,sEffectSetSHLightingParams (sEffectSetSHLightingParams),,,1/1,"from 007837c7: sEffectSetSHLightingParams( pModel; pEffect; pEffectDef; tTechnique; pEnvDef; ptLights->tSHCoefsPointLights_O2; ptLights->tSHCoefsBase_O2; ptMeshLights; bForceCurrentEnv )"
callee-kept,007e470f,sShadowMapSetMatrix (sShadowMapSetMatrix),,,3/3,"from 007e4863: sShadowMapSetMatrix(pShadow; pEffect; tTechnique; EFFECT_PARAM_SHADOW_MATRIX; pmWorld)"
callee-kept,007d1b0c,dxC_SetStreamSource (dxC_SetStreamSource),,,1/1,"from 007d1b98: dxC_SetStreamSource( StreamNumber; (LPD3DCVB)pVB->pD3DVertices; OffsetInBytes; tVBDef.eVertexType; tVBDef.dwFVF; dxC_GetVertexSize( StreamNumber; &tVBDef ); pEffect )"
callee-kept,004cf33d,c_WardrobeDowngradeCostumeCount (c_WardrobeDowngradeCostumeCount),,,1/1,"from 004d189b: c_WardrobeDowngradeCostumeCount( pWardrobe->nId )"
callee-kept,007eef0c,sRenderContextSetViewParams (sRenderContextSetViewParams),,,2/2,"from 007ef38b: sRenderContextSetViewParams( pViewer; tContexts[i]; i )"
callee-kept,007a4f0e,dxC_EngineMemoryGetPool (dxC_EngineMemoryGetPool),,,5/5,"from 007a504f: dxC_EngineMemoryGetPool( i; tMemory[ i ]; pdwBytesTotal )"
callee-kept,0079eb0f,e_TextureGetOriginalResolution (e_TextureGetOriginalResolution),,,6/6,"from 00473df4: e_TextureGetOriginalResolution( pTexture->m_nTextureId; nWidth; nHeight )"
callee-kept,007ed709,sExtractBoundingPlanes (sExtractBoundingPlanes),,,2/2,"from 007ed8ce: sExtractBoundingPlanes( tPlanes; nPlanes; tContext )"
callee-kept,007e2306,dx9_CheckOcclusionQuery (dx9_CheckOcclusionQuery),,,1/1,"from 007b77fa: dx9_CheckOcclusionQuery( &( sgtParticleDrawStats[ i ].tOcclusion ) )"
callee-kept,007bc703,e_FeatureLine_OpenMap (e_FeatureLine_OpenMap),,,8/8,"from 004aea08: e_FeatureLine_OpenMap(pCurrentState; &pCurrentFeatureMap)"
callee-kept,00781b01,sEffectBeginPass (sEffectBeginPass),,,1/1,"from 00781bc5: sEffectBeginPass( pEffect->pD3DEffect; nPass; bForce )"
callee-kept,007d9f06,sRestoreGPUTimer (sRestoreGPUTimer),,,1/1,"from 007d9fec: sRestoreGPUTimer( *pTimer )"
callee-kept,0078f706,dx9_ModelAddToProxMap (dx9_ModelAddToProxMap),,,1/1,"from 0078d320: dx9_ModelAddToProxMap( pModel )"
callee-kept,0078e307,e_ModelSetAlpha (e_ModelSetAlpha),,,4/4,"from 004bd1a7: e_ModelSetAlpha( nModelId; fAlpha )"
callee-kept,00772ff3,SettingsExchange_LoadFromFile (SettingsExchange_LoadFromFile),,,2/2,"from 00787633: SettingsExchange_LoadFromFile(pFileName; pName; &e_OptionState_Exchange; pState)"
callee-kept,0079cffc,sSaveTargaFile (sSaveTargaFile),,,1/1,"from 0079e5d6: sSaveTargaFile( pTex; szFileName )"
callee-kept,007863fd,sScreenEffectDrawParticles (sScreenEffectDrawParticles),,,1/1,"from 0078650b: sScreenEffectDrawParticles( pSrc; SFX_RT_BACKBUFFER )"
callee-kept,007807ff,dxC_EffectGetTechniqueByFeatures (dxC_EffectGetTechniqueByFeatures),,,2/2,"from 0078078f: dxC_EffectGetTechniqueByFeatures( pEffect; tFeatures; nIndex )"
callee-kept,0079e3f0,sTextureSaveCommon (sTextureSaveCommon),,,1/1,"from 0079e437: sTextureSaveCommon( pTexture; 0; eSaveFormat; szFileNameWithPath; szFilePath; szExtension; bSave; tFormat )"
callee-kept,007ad3f1,e_PrimitiveAddLine (e_PrimitiveAddLine),,,9/9,"from 007ae271: e_PrimitiveAddLine( dwPrimWireFlags; &vUL; &vUR; dwBorderColor )"
callee-kept,007ea7f5,e_DPVS_CreateCullingCell (e_DPVS_CreateCullingCell),,,1/1,"from 007a87d4: e_DPVS_CreateCullingCell( tCell )"
callee-kept,007933f2,dxC_MeshWriteToBuffer (dxC_MeshWriteToBuffer),,,1/1,"from 00774bc1: dxC_MeshWriteToBuffer( *pXfer; *pSerializedFileSections; *pModelDefinition; *pMeshDef )"
callee-kept,007b1bf7,e_UIPrimitiveRender (e_UIPrimitiveRender),,,1/1,"from 00500b7d: e_UIPrimitiveRender( prim->m_nEngineBuffer; prim->m_nLocalBuffer; prim->m_dwFlags )"
callee-kept,007eafee,e_DPVS_PhysicalPortalGetOBB (e_DPVS_PhysicalPortalGetOBB),,,1/1,"from 007f24f2: e_DPVS_PhysicalPortalGetOBB( pPortal; mOBB )"
callee-kept,004cd3d8,c_sWardrobeAddToUpdateList (c_sWardrobeAddToUpdateList),,,16/16,"from 004ceb0c: c_sWardrobeAddToUpdateList( pGame; pWardrobe )"
callee-kept,007bb7ed,e_FeaturLine_GetStopIndexFromStopName (e_FeaturLine_GetStopIndexFromStopName),,,3/3,"from 007bbb28: e_FeaturLine_GetStopIndexFromStopName(nLineName; nStopName; nStopIndex)"
callee-kept,007be7ec,sCreateTextures (sCreateTextures),,,1/1,"from 007bf31a: sCreateTextures( pMovieRes )"
callee-kept,00778bef,dx9_SetSamplerState (dx9_SetSamplerState),,,33/33,"from 00778bef: dx9_SetSamplerState( dwSampler; D3DSAMP_MAXANISOTROPY; dx9_CapGetValue( DX9CAP_ANISOTROPIC_FILTERING); bForce )"
callee-kept,007cebe5,dx9_RenderLayer (dx9_RenderLayer),,,1/1,"from 007b3b50: dx9_RenderLayer( pCommand->nID; *(LPD3DCSHADERRESOURCEVIEW*)&pCommand->pData; *(LPD3DCSHADERRESOURCEVIEW*)&pCommand->pData2; pCommand->nData )"
callee-kept,007c3fe7,e_AutomapAddTri (e_AutomapAddTri),,,2/2,"from 005d5341: e_AutomapAddTri( nAutomapID; &v1; &v2; &v3; 0 )"
conflict,007813e4,FUN_007813e4,,,2,{dx9_EffectsLoadAll=1; e_ShadersReloadAll=1}
callee-kept,007bbfdb,SelectChoiceFromStopFloor (SelectChoiceFromStopFloor),,,1/1,"from 007bbaaa: SelectChoiceFromStopFloor(nLineName; nSelectedStop)"
callee-kept,007d23de,dxC_SetClipPlaneRect (dxC_SetClipPlaneRect),,,1/1,"from 007b3b50: dxC_SetClipPlaneRect( &pCommand->bBox; (D3DXMATRIXA16*)pState->pmatProj )"
callee-kept,007c43da,e_AutomapRenderDisplay (e_AutomapRenderDisplay),,,1/1,"from 007b23c9: e_AutomapRenderDisplay( pRegion->nAutomapID; tRect; dwColor; fZFinal; fScale )"
callee-kept,0079b3d5,sModifyAndSaveTextureDefinition (sModifyAndSaveTextureDefinition),,,2/2,"from 0079b598: sModifyAndSaveTextureDefinition( &tImageInfo; pDefinition; dwTextureDefUpdate; dwReloadFlags | (DWORD)(1 << (0)) )"
callee-kept,007a87d4,sCellCreate (sCellCreate),,,2/2,"from 007a88ca: sCellCreate( gnNextCellID; pmWorld; nRegion )"
callee-kept,0079a7c9,dxC_MapSystemMemTexture (dxC_MapSystemMemTexture),,,9/9,"from 00795a3e: dxC_MapSystemMemTexture( pLayer->ptSysmemTexture; nLevelRGB; &tLayerLocked )"
callee-kept,004acffb,sOutdoorNewPathToEndRoom (sOutdoorNewPathToEndRoom),,,1/1,"from 004ad320: sOutdoorNewPathToEndRoom( tStart; tEnd; (LPCROOM*)ppRoomPath; pLevel->m_nRoomCount * sizeof(ROOM*); tStart.pRoom; vStartDirection )"
callee-kept,00788fcd,dxC_AssembleLightsGlobalSpec (dxC_AssembleLightsGlobalSpec),,,2/2,"from 007c6340: dxC_AssembleLightsGlobalSpec( pModel; pEnvDef; tLights )"
callee-kept,0078e3ce,dxC_ModelCalculateDistanceAlpha (dxC_ModelCalculateDistanceAlpha),,,1/1,"from 007a6c64: dxC_ModelCalculateDistanceAlpha( fDistanceAlpha; tVisMesh.pModel; tVisMesh.fScreensize; tVisMesh.fDistFromEyeSq )"
callee-kept,007817c1,dx9_EffectSetRawValue (dx9_EffectSetRawValue),,,4/4,"from 007b4dc8: dx9_EffectSetRawValue ( pEffect; *pTechnique; EFFECT_PARAM_PARTICLEMESH_WORLDS; &sgpfMeshMatrices[ 0 ]; 0; 17 * 3 * 4 * sizeof( float ) )"
callee-kept,007853c4,e_UIAddLabel (e_UIAddLabel),,,31/31,"from 004d17ae: e_UIAddLabel( wszBuf; &vPos; 0; 0.5f; 0xffffffff; UIALIGN_BOTTOMRIGHT; UIALIGN_LEFT )"
callee-kept,00781bc5,dxC_EffectBeginPass (dxC_EffectBeginPass),,,24/24,"from 00786224: dxC_EffectBeginPass( pEffect; nPass )"
callee-kept,007837c7,dx9_EffectSetSHLightingParams (dx9_EffectSetSHLightingParams),,,1/1,"from 007c5e0f: dx9_EffectSetSHLightingParams( pModel; pEffect; pEffectDef; tTechnique; pEnvDef; &tLights; &tMeshLights; bForceCurrentEnv )"
callee-kept,007b13c4,e_UIWriteElementTri (e_UIWriteElementTri),,,1/1,"from 004fe339: e_UIWriteElementTri( texture->m_nLocalBuffer; tTri; element->m_fZDelta; dwColor )"
callee-kept,007c57bc,e_AutomapLoad (e_AutomapLoad),,,1/1,"from 004eee53: e_AutomapLoad( buf )"
callee-kept,00789fbb,dx9_SHCoefsAddPointLight (dx9_SHCoefsAddPointLight),,,2/2,"from 00789e78: dx9_SHCoefsAddPointLight( &tBaseCoefs; *(VECTOR4*)&ptLights->pvSHLightColors[ i ]; vCenterWorld; *(VECTOR3*)&ptLights->pvSHLightPos[ i ] )"
callee-kept,007a6fbd,dxC_ViewerAddModelToVisibleList_Private (dxC_ViewerAddModelToVisibleList_Private),,,3/3,"from 007a715e: dxC_ViewerAddModelToVisibleList_Private( pViewer; *i; 0; nViewParams )"
callee-kept,007e1fb2,dx9_RestoreOcclusionQuery (dx9_RestoreOcclusionQuery),,,4/4,"from 0078d320: dx9_RestoreOcclusionQuery( &pModel->tOcclusion; pModel->nId )"
callee-kept,007ea7b1,e_DPVS_CellSetWorldMatrix (e_DPVS_CellSetWorldMatrix),,,1/1,"from 007a85fc: e_DPVS_CellSetWorldMatrix( *pCell; mWorld )"
callee-kept,0079dfb6,dx9_TextureNewEmptyInPlace (dx9_TextureNewEmptyInPlace),,,2/2,"from 00796323: dx9_TextureNewEmptyInPlace( nCanvasID; nWidth; nHeight; 0; tFormat; TEXTURE_GROUP_WARDROBE; eType; D3DC_USAGE_2DTEX )"
callee-kept,007d6fac,sCreateRT (sCreateRT),,,1/1,"from 007d7ca4: sCreateRT( pRTDesc )"
callee-kept,007737a6,dx9_ModelMoveInProxmap (dx9_ModelMoveInProxmap),,,1/1,"from 0078de00: dx9_ModelMoveInProxmap( pModel )"
callee-kept,0078dbaf,sUpdateModelAdObjectsFromDefinition (sUpdateModelAdObjectsFromDefinition),,,3/3,"from 0078de00: sUpdateModelAdObjectsFromDefinition( pModel; pModelDefinition )"
conflict,00418f99,FUN_00418f99,,,10,{levelAreasSection1Weather=1; levelAreasSection4Weather=1; levelScaleSection1=1; levelScaleSection2=1; levelScaleSection5=1; levelAreasSection3Weather=1; levelAreasSection2Weather=1; levelAreasSection5Weather=1; levelScaleSection3=1; levelScaleSection4=1}
callee-kept,007d6ba4,dxC_DSSetDirty (dxC_DSSetDirty),,,2/2,"from 007d6bc9: dxC_DSSetDirty( nDS; bDirty )"
callee-kept,007c4ba5,FillNodeVerts (FillNodeVerts),,,1/1,"from 007c4cda: FillNodeVerts( x; y; pNode; pVerts )"
callee-kept,007a8ba3,e_CellFindSourcePhysicalPortals (e_CellFindSourcePhysicalPortals),,,1/1,"from 0078ba14: e_CellFindSourcePhysicalPortals( nCell; nPortalIDs; nPortals; MAX_PORTAL_IDS )"
callee-kept,007c3fa7,e_AutomapDestroy (e_AutomapDestroy),,,2/2,"from 007a81b9: e_AutomapDestroy( pRegion->nAutomapID )"
callee-kept,007a63a1,sViewerRemove (sViewerRemove),,,2/2,"from 007a6509: sViewerRemove( i; 0 )"
callee-kept,007da79d,dx9_SetLight (dx9_SetLight),,,1/1,"from 007db373: dx9_SetLight( i; &gStubLight )"
callee-kept,00789b9b,dxC_ComputeLightsSH_O2 (dxC_ComputeLightsSH_O2),,,1/1,"from 007c5d7e: dxC_ComputeLightsSH_O2( pModel; tLights )"
callee-kept,0078fb9d,sMeshComputeTechniqueMaskOverride (sMeshComputeTechniqueMaskOverride),,,2/2,"from 0078eb90: sMeshComputeTechniqueMaskOverride( pModel; pModelDef; i; nLOD )"
callee-kept,007d1b98,dxC_SetStreamSource (dxC_SetStreamSource),,,19/20,"from 007861c3: dxC_SetStreamSource( gtScreenCoverVertexBufferDef; 0; pEffect )"
conflict,007cef99,FUN_007cef99,,,2,{PhysMem=1; VA=1}
callee-kept,007d0b9a,e_GetSHCoefsFromCubeMap (e_GetSHCoefsFromCubeMap),,,2/2,"from 0052d017: e_GetSHCoefsFromCubeMap( pStateLightingData->nSHCubemap; pStateLightingData->tBaseSHCoefs_O2; pStateLightingData->tBaseSHCoefs_O3; 0 )"
callee-kept,0078eb90,sModelSetTextureOverride (sModelSetTextureOverride),,,2/2,"from 0078eede: sModelSetTextureOverride(j; nModelDef; nModelId; ((DWORD)-1); eType; pnTexture[j]; bNoMaterialOverride)"
callee-kept,00796793,sFillVertexBufferAndMeshByPart (sFillVertexBufferAndMeshByPart),,,1/1,"from 00796b93: sFillVertexBufferAndMeshByPart( pMesh; pVertexBufferDef; pPartChart; nPartCount; pnWardrobeModelList; nWardrobeModelCount; pMesh->nWardrobeTextureIndex )"
callee-kept,00796b93,e_WardrobeAddLayerModelMeshes (e_WardrobeAddLayerModelMeshes),,,1/1,"from 004d0594: e_WardrobeAddLayerModelMeshes( nModelDefinitionId; tCostume.nLOD; tCostume.ppnTextures; pnWardrobeTextureIndex; pnWardrobeMaterials; nWardrobeMaterialCount; pnWardrobeModelList; nWardrobeModelCount; pWardrobeModelBase; pPartChart; nPartCount; (pWardrobe->dwFlags & (DWORD)(1 << (3))) != 0 )"
callee-kept,007af391,e_UITextureLoadTextureFile (e_UITextureLoadTextureFile),,,2/2,"from 00481fad: e_UITextureLoadTextureFile( nTextureId; filename; nChunkSize; nTextureId; 0; bLoadFromLocalizedPak )"
callee-kept,007b8b97,e_ParticlesDraw (e_ParticlesDraw),,,3/3,"from 0077ace4: e_ParticlesDraw( DRAW_LAYER_ENV; &matView; &matSkyboxProj; &matProj2; vEyeLocation; vEyeVector; 1; 0 )"
callee-kept,007c7f91,sGetMatrices (sGetMatrices),,,4/4,"from 007cc025: sGetMatrices( pModel; pState; pmatWorldCurrent; pmatViewCurrent; pmatProjCurrent; &matWorldView; &matWorldViewProjection; &fDistanceToEyeSquared; vEyeLocationInWorld )"
callee-kept,007d7f8d,dxC_AddAutoDepthTargetDesc (dxC_AddAutoDepthTargetDesc),,,1/1,"from 007daaa3: dxC_AddAutoDepthTargetDesc( SWAP_DT_AUTO; nSwapChainIndex )"
callee-kept,007cdf8d,dxC_RenderMeshDepth (dxC_RenderMeshDepth),,,1/1,"from 007e072b: dxC_RenderMeshDepth( *(i->pMeshDraw) )"
callee-kept,00791788,dxC_ModelDefinitionNewFromFileEx (dxC_ModelDefinitionNewFromFileEx),,,2/2,"from 00791b26: dxC_ModelDefinitionNewFromFileEx( &nModelDef; nLOD; ((DWORD)-1); model_filename; model_folder; fDistanceToCamera; nRequestFlags )"
callee-kept,0078f789,e_ModelSetBaseSHCoefs (e_ModelSetBaseSHCoefs),,,1/1,"from 0052b36a: e_ModelSetBaseSHCoefs( tData.nModelId; fIntensity; pLighting->tBaseSHCoefs_O2; pLighting->tBaseSHCoefs_O3; &pLighting->tBaseSHCoefsLin_O2; &pLighting->tBaseSHCoefsLin_O3 )"
callee-kept,007d2f8b,dx9_GetDebugMipTextureOverride (dx9_GetDebugMipTextureOverride),,,1/1,"from 007d2810: dx9_GetDebugMipTextureOverride( pTexture; &pBaseTexture )"
callee-kept,007d278a,dxC_SetBonesEx (dxC_SetBonesEx),,,1/1,"from 007cb550: dxC_SetBonesEx( pModel; nMesh; pEffect; *pTechnique; pfBones )"
callee-kept,0078078f,dxC_EffectGetTechniqueByFeatures (dxC_EffectGetTechniqueByFeatures),,,23/23,"from 0078650b: dxC_EffectGetTechniqueByFeatures( pEffect; tFeat; &ptTechnique )"
callee-kept,0078ff8f,e_ModelDefinitionUpdateMaterialVersions (e_ModelDefinitionUpdateMaterialVersions),,,2/2,"from 004d1097: e_ModelDefinitionUpdateMaterialVersions( tCostume.nModelDefinitionId; tCostume.nLOD )"
callee-kept,0079e781,e_TextureRemove (e_TextureRemove),,,3/3,"from 0079ea3a: e_TextureRemove( pTexture->nId )"
callee-kept,007a9383,e_ExtractFrustumPlanes (e_ExtractFrustumPlanes),,,2/2,"from 007a9475: e_ExtractFrustumPlanes( pPlanes; pmatViewCurrent; pmatProjCurrent )"
callee-kept,0077bb8e,dxC_GrabSwapChainAndBackbuffer (dxC_GrabSwapChainAndBackbuffer),,,2/2,"from 0077bc5e: dxC_GrabSwapChainAndBackbuffer( 0 )"
callee-kept,00782f83,sEffectSetSHCoefs (sEffectSetSHCoefs),,,1/1,"from 00784ac3: sEffectSetSHCoefs( pEffect; tTechnique; &tCoefs )"
callee-kept,0077cf89,e_Cleanup (e_Cleanup),,,2/2,"from 0043e89a: e_Cleanup( 1 )"
callee-kept,00781387,dx9_EffectsCleanup (dx9_EffectsCleanup),,,1/1,"from 0077cabf: dx9_EffectsCleanup( 0 )"
file,007af47a,e_UITextureAddFrame,.\Source\DxC\dxC_ui.cpp,,,
file,00410445,FUN_00410445,.\asyncfile.cpp,1006,,
file,007b8c7d,FUN_007b8c7d,.\Source\e_curve.cpp,,,
file,0078247f,dx9_GetEffectAndTechnique,.\Source\DxC\dxC_effect.cpp,3626,,
file,00781872,FUN_00781872,.\Source\DxC\dxC_effect.cpp,,,
file,007e2072,dx9_ReleaseOcclusionQuery,.\Source\DxC\dxC_occlusion.cpp,,,
file,0041984c,FUN_0041984c,.\excel_common.cpp,11729,,
file,007a9475,FUN_007a9475,.\Source\e_frustum.cpp,,,
file,00779467,sRenderTextureSprite,.\Source\DxC\dxC_main.cpp,488,,
file,00779c64,FUN_00779c64,.\Source\DxC\dxC_main.cpp,,,
file,007d8069,dxC_GetRenderTargetDimensions,.\Source\DxC\dxC_target.cpp,,,
file,007b246f,FUN_007b246f,.\Source\DxC\dxC_ui.cpp,,,
file,0079046c,dxC_ModelUpdateByDefinition,.\Source\DxC\dxC_model.cpp,,,
file,0079cc6e,FUN_0079cc6e,.\Source\Dx9\dx9_texture.cpp,2667,,
file,00778460,e_SetRenderFlag,.\Source\e_settings.cpp,,,
file,007c1466,e_SkyboxModelRestore,.\Source\DxC\dxC_environment.cpp,,,
file,00783c62,dx9_EffectSetSpotlightParams,.\Source\DxC\dxC_effect.cpp,4640,,
file,007c5467,FUN_007c5467,.\Source\DxC\dxC_automap.cpp,,,
file,007bbc60,FUN_007bbc60,.\Source\e_featureline.cpp,,,
file,00788c64,FUN_00788c64,.\Source\DxC\dxC_light.cpp,,,
file,007e4863,dx9_SetParticleLightingMapParameters,.\Source\DxC\dxC_shadow.cpp,,,
file,007a6c64,sViewerUpdateModelAndCull,.\Source\DxC\dxC_viewer.cpp,,,
file,007e0861,FUN_007e0861,.\Source\DxC\dxC_rchandlers.cpp,,,
file,0077d057,FUN_0077d057,.\Source\DxC\dxC_device.cpp,,,
file,0079c05b,FUN_0079c05b,.\Source\Dx9\dx9_texture.cpp,,,
file,007d185e,FUN_007d185e,.\Source\DxC\dxC_state.cpp,,,
file,007ccc5f,dxC_ModelDrawPrepareZPass,.\Source\DxC\dxC_render.cpp,,,
file,0078b45c,dxC_DrawQuad,.\Source\DxC\dxC_common.cpp,,,
file,0078105c,dx9_EffectNew,.\Source\DxC\dxC_effect.cpp,,,
file,007f1c5a,FUN_007f1c5a,.\Source\e_visibilitypatch.cpp,101,,
file,007e9459,FUN_007e9459,.\Source\DxC\dxC_adclient.cpp,136,,
file,0077fc50,FUN_0077fc50,.\Source\DxC\dxC_effect.cpp,,,
file,0077bc5e,dxC_DeviceCreate,.\Source\DxC\dxC_device.cpp,,,
file,007c8c56,FUN_007c8c56,.\Source\DxC\dxC_render.cpp,1607,,
file,00785452,FUN_00785452,.\Source\e_ui.cpp,,,
file,007a6856,FUN_007a6856,.\Source\DxC\dxC_viewer.cpp,,,
file,008e84a0,FUN_008e84a0,.\collide\mopp\machine\hkMoppAabbCastVirtualMachine.cpp,455,,
file,0078dc57,sUpdateModelBBoxFromDefinition,.\Source\DxC\dxC_model.cpp,,,
file,007b0449,e_UITextureFontAddCharactersToTexture,.\Source\DxC\dxC_ui.cpp,,,
file,0079b04d,FUN_0079b04d,.\Source\Dx9\dx9_texture.cpp,,,
file,007a504f,FUN_007a504f,.\Source\DxC\dxC_profile.cpp,,,
file,00781443,dx9_EffectSetMatrix,.\Source\DxC\dxC_effect.cpp,,,
file,0043087f,FUN_0043087f,.\patchclient.cpp,1909,,
file,007a7047,sViewerUpdateDPVSCamera,.\Source\DxC\dxC_viewer.cpp,,,
file,0078f43d,dxC_ModelLazyUpdate,.\Source\DxC\dxC_model.cpp,,,
file,0078043d,sFillTechniqueArray,.\Source\DxC\dxC_effect.cpp,,,
file,0077c832,FUN_0077c832,.\Source\DxC\dxC_device.cpp,1264,,
file,007afc3c,e_UIRestoreTextureFile,.\Source\DxC\dxC_ui.cpp,,,
file,0079003f,dx9_MeshApplyMaterial,.\Source\DxC\dxC_model.cpp,,,
file,0077d831,FUN_0077d831,.\Source\e_budget.cpp,,,
file,007b2032,FUN_007b2032,.\Source\DxC\dxC_ui.cpp,3065,,
file,007f2033,FUN_007f2033,.\Source\e_visibilitypatch.cpp,,,
file,007c4431,e_AutomapPvPRenderDisplay,.\Source\DxC\dxC_automap.cpp,,,
file,0079e437,e_TextureSaveRect,.\Source\Dx9\dx9_texture.cpp,,,
file,007a642a,FUN_007a642a,.\Source\DxC\dxC_viewer.cpp,115,,
file,007dd425,FUN_007dd425,.\Source\Dx9\dx9_statemanager.cpp,,,
file,007d2c25,dxC_SetVertexDeclaration,.\Source\DxC\dxC_state.cpp,1355,,
file,007cc025,sRenderModel,.\Source\DxC\dxC_render.cpp,3542,,
file,00781821,dx9_EffectSetValue,.\Source\DxC\dxC_effect.cpp,,,
file,0079ec22,sFillTexture,.\Source\Dx9\dx9_texture.cpp,,,
file,007d9c23,FUN_007d9c23,.\Source\DxC\dxC_query.cpp,,,
file,007c0c1e,FUN_007c0c1e,.\Source\DxC\dxC_environment.cpp,,,
file,0077f015,FUN_0077f015,.\Source\e_adclient.cpp,,,
file,0079ac1a,dxC_Create2DTextureFromFileInMemoryEx,.\Source\Dx9\dx9_texture.cpp,,,
file,007ce418,dx9_RenderModelBehind,.\Source\DxC\dxC_render.cpp,,,
file,007aec1f,sUICopyVertexBuffer,.\Source\DxC\dxC_ui.cpp,381,,
file,0078a41e,e_DetectDefaultFullscreenResolution,.\Source\DxC\dxC_settings.cpp,,,
file,007d2810,sSetTexture,.\Source\DxC\dxC_state.cpp,,,
file,00799017,FUN_00799017,.\Source\DxC\dxC_wardrobe.cpp,,,
